municipio;periodo;internacoes;periodo_data;media_permanencia;dias_permanencia;obitos;taxa_mortalidade;valor_total
352740 LUCELIA;2026/Abr;55.0;2026-04-01;5.0;275.0;4.0;7.27;17737.67
352800 MACATUBA;2026/Abr;66.0;2026-04-01;3.0;201.0;4.0;6.06;31241.57
352810 MACAUBAL;2026/Abr;11.0;2026-04-01;2.0;22.0;0.0;0.0;4578.7
352850 MAIRIPORA;2026/Abr;284.0;2026-04-01;2.9;832.0;13.0;4.58;91922.51
352880 MARACAI;2026/Abr;62.0;2026-04-01;3.1;194.0;1.0;1.61;45032.51
352900 MARILIA;2026/Abr;2493.0;2026-04-01;6.0;14839.0;154.0;6.18;6650516.85
352920 MARTINOPOLIS;2026/Abr;258.0;2026-04-01;1.8;467.0;6.0;2.33;98776.74
352930 MATAO;2026/Abr;578.0;2026-04-01;4.1;2375.0;28.0;4.84;2019739.61
352940 MAUA;2026/Abr;1233.0;2026-04-01;4.7;5788.0;56.0;4.54;1388274.75
352970 MIGUELOPOLIS;2026/Abr;86.0;2026-04-01;2.7;235.0;1.0;1.16;56162.18
353010 MIRANDOPOLIS;2026/Abr;336.0;2026-04-01;4.4;1476.0;21.0;6.25;295347.43
353030 MIRASSOL;2026/Abr;0.0;2026-04-01;0.0;0.0;0.0;0.0;0.0
353050 MOCOCA;2026/Abr;437.0;2026-04-01;3.3;1441.0;30.0;6.86;504154.48
353060 MOGI DAS CRUZES;2026/Abr;3022.0;2026-04-01;4.9;14831.0;136.0;4.5;5390538.45
353070 MOGI GUACU;2026/Abr;808.0;2026-04-01;5.0;4041.0;47.0;5.82;1718765.68
353080 MOGI MIRIM;2026/Abr;528.0;2026-04-01;3.3;1741.0;29.0;5.49;1048398.09
353110 MONGAGUA;2026/Abr;76.0;2026-04-01;3.6;274.0;2.0;2.63;20454.56
353130 MONTE ALTO;2026/Abr;204.0;2026-04-01;4.5;922.0;17.0;8.33;399675.33
353140 MONTE APRAZIVEL;2026/Abr;275.0;2026-04-01;2.0;540.0;3.0;1.09;110617.25
353150 MONTE AZUL PAULISTA;2026/Abr;139.0;2026-04-01;1.7;235.0;1.0;0.72;310540.1
353180 MONTE MOR;2026/Abr;88.0;2026-04-01;3.0;265.0;6.0;6.82;45686.49
353190 MORRO AGUDO;2026/Abr;140.0;2026-04-01;3.1;431.0;7.0;5.0;138318.04
353200 MORUNGABA;2026/Abr;13.0;2026-04-01;2.4;31.0;2.0;15.38;5616.99
353240 NAZARE PAULISTA;2026/Abr;0.0;2026-04-01;0.0;0.0;0.0;0.0;0.0
353250 NEVES PAULISTA;2026/Abr;1.0;2026-04-01;5.0;5.0;0.0;0.0;407.44
353260 NHANDEARA;2026/Abr;234.0;2026-04-01;2.1;495.0;3.0;1.28;236500.09
353290 NOVA EUROPA;2026/Abr;31.0;2026-04-01;3.6;112.0;0.0;0.0;17198.86
353300 NOVA GRANADA;2026/Abr;189.0;2026-04-01;3.0;567.0;3.0;1.59;71727.67
353340 NOVA ODESSA;2026/Abr;134.0;2026-04-01;5.0;665.0;12.0;8.96;82901.3
353350 NOVO HORIZONTE;2026/Abr;199.0;2026-04-01;2.9;574.0;7.0;3.52;279404.82
353390 OLIMPIA;2026/Abr;341.0;2026-04-01;4.1;1388.0;14.0;4.11;323575.71
353430 ORLANDIA;2026/Abr;253.0;2026-04-01;1.4;361.0;5.0;1.98;138944.82
353440 OSASCO;2026/Abr;2207.0;2026-04-01;5.3;11651.0;134.0;6.07;3049175.89
353460 OSVALDO CRUZ;2026/Abr;234.0;2026-04-01;3.2;756.0;10.0;4.27;133433.55
353470 OURINHOS;2026/Abr;833.0;2026-04-01;4.2;3519.0;57.0;6.84;1681178.71
353475 OUROESTE;2026/Abr;56.0;2026-04-01;4.0;225.0;0.0;0.0;24584.5
353520 PALMEIRA D'OESTE;2026/Abr;72.0;2026-04-01;2.9;212.0;0.0;0.0;21897.25
353530 PALMITAL;2026/Abr;264.0;2026-04-01;1.9;500.0;5.0;1.89;241008.92
353550 PARAGUACU PAULISTA;2026/Abr;356.0;2026-04-01;3.8;1358.0;21.0;5.9;542374.06
353580 PARANAPANEMA;2026/Abr;44.0;2026-04-01;2.6;113.0;1.0;2.27;17182.92
353600 PARAPUA;2026/Abr;0.0;2026-04-01;0.0;0.0;0.0;0.0;0.0
353620 PARIQUERA-ACU;2026/Abr;752.0;2026-04-01;4.5;3354.0;45.0;5.98;933413.08
353630 PATROCINIO PAULISTA;2026/Abr;107.0;2026-04-01;3.0;321.0;1.0;0.93;54238.98
353650 PAULINIA;2026/Abr;0.0;2026-04-01;0.0;0.0;0.0;0.0;0.0
353660 PAULO DE FARIA;2026/Abr;13.0;2026-04-01;5.2;68.0;0.0;0.0;4682.77
353670 PEDERNEIRAS;2026/Abr;197.0;2026-04-01;4.0;795.0;15.0;7.61;185508.2
353700 PEDREGULHO;2026/Abr;88.0;2026-04-01;3.4;296.0;1.0;1.14;37705.9
353710 PEDREIRA;2026/Abr;103.0;2026-04-01;5.0;519.0;5.0;4.85;143651.39
353730 PENAPOLIS;2026/Abr;596.0;2026-04-01;5.4;3216.0;22.0;3.69;546219.64
353740 PEREIRA BARRETO;2026/Abr;91.0;2026-04-01;2.6;235.0;5.0;5.49;44958.91
353780 PIEDADE;2026/Abr;271.0;2026-04-01;2.7;741.0;16.0;5.9;149053.95
353790 PILAR DO SUL;2026/Abr;100.0;2026-04-01;2.4;240.0;3.0;3.0;41133.94
353800 PINDAMONHANGABA;2026/Abr;608.0;2026-04-01;5.2;3137.0;30.0;4.93;843014.32
353860 PIRACAIA;2026/Abr;42.0;2026-04-01;3.6;151.0;3.0;7.14;13540.5
353870 PIRACICABA;2026/Abr;3227.0;2026-04-01;3.1;9929.0;102.0;3.16;6317755.15
353880 PIRAJU;2026/Abr;165.0;2026-04-01;2.6;423.0;9.0;5.45;62704.42
353890 PIRAJUI;2026/Abr;113.0;2026-04-01;2.0;229.0;9.0;7.96;66570.48
353900 PIRANGI;2026/Abr;111.0;2026-04-01;1.7;187.0;3.0;2.7;191371.59
353930 PIRASSUNUNGA;2026/Abr;236.0;2026-04-01;4.0;943.0;15.0;6.36;270240.91
353940 PIRATININGA;2026/Abr;20.0;2026-04-01;8.0;160.0;0.0;0.0;7411.85
353950 PITANGUEIRAS;2026/Abr;138.0;2026-04-01;2.2;302.0;1.0;0.72;60243.89
354000 POMPEIA;2026/Abr;63.0;2026-04-01;3.3;206.0;3.0;4.76;25706.24
354020 PONTAL;2026/Abr;96.0;2026-04-01;2.4;235.0;2.0;2.08;41203.81
354040 POPULINA;2026/Abr;4.0;2026-04-01;2.0;8.0;0.0;0.0;2013.94
354060 PORTO FELIZ;2026/Abr;361.0;2026-04-01;2.4;861.0;13.0;3.6;256012.52
354070 PORTO FERREIRA;2026/Abr;199.0;2026-04-01;3.7;734.0;10.0;5.03;231021.44
354080 POTIRENDABA;2026/Abr;75.0;2026-04-01;2.6;198.0;1.0;1.33;28966.25
354100 PRAIA GRANDE;2026/Abr;965.0;2026-04-01;5.6;5373.0;59.0;6.11;1370897.08
354120 PRESIDENTE BERNARDES;2026/Abr;108.0;2026-04-01;3.0;319.0;0.0;0.0;38109.92
354130 PRESIDENTE EPITACIO;2026/Abr;264.0;2026-04-01;3.5;915.0;16.0;6.06;120635.36
354140 PRESIDENTE PRUDENTE;2026/Abr;3771.0;2026-04-01;5.6;21027.0;145.0;3.85;7337947.52
354150 PRESIDENTE VENCESLAU;2026/Abr;165.0;2026-04-01;4.4;726.0;4.0;2.42;197406.41
354160 PROMISSAO;2026/Abr;372.0;2026-04-01;3.2;1184.0;22.0;5.91;347643.16
354190 QUELUZ;2026/Abr;11.0;2026-04-01;4.4;48.0;1.0;9.09;5424.22
354220 RANCHARIA;2026/Abr;452.0;2026-04-01;2.6;1173.0;25.0;5.53;484986.73
354240 REGENTE FEIJO;2026/Abr;104.0;2026-04-01;3.3;346.0;5.0;4.81;35330.81
354260 REGISTRO;2026/Abr;900.0;2026-04-01;3.1;2791.0;29.0;3.22;944689.12
354290 RIBEIRAO BONITO;2026/Abr;42.0;2026-04-01;1.1;48.0;2.0;4.76;54275.53
354300 RIBEIRAO BRANCO;2026/Abr;27.0;2026-04-01;3.6;96.0;4.0;14.81;10996.9
354330 RIBEIRAO PIRES;2026/Abr;157.0;2026-04-01;5.5;869.0;11.0;7.01;99363.81
354340 RIBEIRAO PRETO;2026/Abr;7428.0;2026-04-01;4.3;31637.0;266.0;3.58;16619216.33
354380 RINOPOLIS;2026/Abr;24.0;2026-04-01;5.6;134.0;2.0;8.33;8269.79
354390 RIO CLARO;2026/Abr;1034.0;2026-04-01;6.6;6848.0;55.0;5.32;1700844.61
354400 RIO DAS PEDRAS;2026/Abr;85.0;2026-04-01;1.4;117.0;2.0;2.35;19266.7
354420 RIOLANDIA;2026/Abr;26.0;2026-04-01;3.0;78.0;1.0;3.85;8952.61
354425 ROSANA;2026/Abr;282.0;2026-04-01;11.3;3173.0;7.0;2.48;181052.6
354490 SALES OLIVEIRA;2026/Abr;25.0;2026-04-01;2.0;50.0;0.0;0.0;8785.9
354500 SALESOPOLIS;2026/Abr;15.0;2026-04-01;1.2;18.0;0.0;0.0;4483.01
354520 SALTO;2026/Abr;585.0;2026-04-01;2.6;1523.0;21.0;3.59;480049.8
354530 SALTO DE PIRAPORA;2026/Abr;241.0;2026-04-01;1.8;440.0;2.0;0.83;121102.74
354540 SALTO GRANDE;2026/Abr;76.0;2026-04-01;2.6;196.0;0.0;0.0;27849.52
354560 SANTA ADELIA;2026/Abr;86.0;2026-04-01;2.9;248.0;1.0;1.16;70881.0
354580 SANTA BARBARA D'OESTE;2026/Abr;706.0;2026-04-01;2.5;1777.0;25.0;3.54;894730.41
354630 SANTA CRUZ DAS PALMEIRAS;2026/Abr;103.0;2026-04-01;2.4;249.0;4.0;3.88;57034.03
354640 SANTA CRUZ DO RIO PARDO;2026/Abr;330.0;2026-04-01;3.7;1231.0;11.0;3.33;508359.24
354660 SANTA FE DO SUL;2026/Abr;308.0;2026-04-01;3.6;1116.0;16.0;5.19;346520.58
354680 SANTA ISABEL;2026/Abr;149.0;2026-04-01;5.0;752.0;9.0;6.04;183424.19
354730 SANTANA DE PARNAIBA;2026/Abr;368.0;2026-04-01;4.0;1486.0;15.0;4.08;176908.18
354750 SANTA RITA DO PASSA QUATRO;2026/Abr;137.0;2026-04-01;10.0;1371.0;4.0;2.92;99598.74
354760 SANTA ROSA DE VITERBO;2026/Abr;110.0;2026-04-01;3.9;425.0;2.0;1.82;26915.52
354770 SANTO ANASTACIO;2026/Abr;193.0;2026-04-01;3.6;691.0;2.0;1.04;55920.94
354780 SANTO ANDRE;2026/Abr;3586.0;2026-04-01;4.7;16894.0;243.0;6.78;7002989.37
354790 SANTO ANTONIO DA ALEGRIA;2026/Abr;22.0;2026-04-01;3.5;76.0;0.0;0.0;7984.21
354850 SANTOS;2026/Abr;2259.0;2026-04-01;5.8;12991.0;101.0;4.47;5192881.15
354860 SAO BENTO DO SAPUCAI;2026/Abr;38.0;2026-04-01;3.4;128.0;0.0;0.0;14125.47
354870 SAO BERNARDO DO CAMPO;2026/Abr;3497.0;2026-04-01;5.6;19734.0;197.0;5.63;9452856.78
354880 SAO CAETANO DO SUL;2026/Abr;1238.0;2026-04-01;3.6;4463.0;76.0;6.14;1873699.14
354890 SAO CARLOS;2026/Abr;1760.0;2026-04-01;3.5;6118.0;69.0;3.92;3248840.13
354910 SAO JOAO DA BOA VISTA;2026/Abr;562.0;2026-04-01;3.6;2050.0;46.0;8.19;1080187.76
354940 SAO JOAQUIM DA BARRA;2026/Abr;379.0;2026-04-01;3.3;1268.0;20.0;5.28;500445.81
354970 SAO JOSE DO RIO PARDO;2026/Abr;367.0;2026-04-01;3.2;1191.0;30.0;8.17;517220.21
354980 SAO JOSE DO RIO PRETO;2026/Abr;8047.0;2026-04-01;4.5;36071.0;292.0;3.63;26200442.59
354990 SAO JOSE DOS CAMPOS;2026/Abr;4707.0;2026-04-01;4.4;20631.0;198.0;4.21;10686356.23
355000 SAO LUIS DO PARAITINGA;2026/Abr;0.0;2026-04-01;0.0;0.0;0.0;0.0;0.0
355010 SAO MANUEL;2026/Abr;125.0;2026-04-01;3.8;473.0;13.0;10.4;156121.71
355020 SAO MIGUEL ARCANJO;2026/Abr;111.0;2026-04-01;6.6;734.0;7.0;6.31;80660.62
355030 SAO PAULO;2026/Abr;61005.0;2026-04-01;4.8;293592.0;2659.0;4.36;141418856.79
355040 SAO PEDRO;2026/Abr;333.0;2026-04-01;1.7;561.0;8.0;2.4;358722.18
355060 SAO ROQUE;2026/Abr;413.0;2026-04-01;3.1;1283.0;12.0;2.91;358575.68
355070 SAO SEBASTIAO;2026/Abr;535.0;2026-04-01;3.7;1967.0;13.0;2.43;416608.67
355080 SAO SEBASTIAO DA GRAMA;2026/Abr;62.0;2026-04-01;2.4;147.0;1.0;1.61;26246.48
355090 SAO SIMAO;2026/Abr;27.0;2026-04-01;6.6;177.0;3.0;11.11;20116.9
355100 SAO VICENTE;2026/Abr;778.0;2026-04-01;4.5;3474.0;36.0;4.63;1058865.09
355150 SERRANA;2026/Abr;277.0;2026-04-01;5.3;1477.0;13.0;4.69;426740.56
355160 SERRA NEGRA;2026/Abr;268.0;2026-04-01;2.4;634.0;8.0;2.99;280907.52
355170 SERTAOZINHO;2026/Abr;607.0;2026-04-01;3.6;2193.0;25.0;4.12;1045431.89
355200 SILVEIRAS;2026/Abr;3.0;2026-04-01;7.3;22.0;0.0;0.0;447.18
355210 SOCORRO;2026/Abr;285.0;2026-04-01;3.0;846.0;16.0;5.61;267694.66
355220 SOROCABA;2026/Abr;5265.0;2026-04-01;5.0;26132.0;309.0;5.87;10596267.12
355230 SUD MENNUCCI;2026/Abr;15.0;2026-04-01;2.6;39.0;0.0;0.0;4845.62
355240 SUMARE;2026/Abr;1084.0;2026-04-01;4.6;5011.0;35.0;3.23;2309878.03
355250 SUZANO;2026/Abr;285.0;2026-04-01;10.8;3092.0;20.0;7.02;402470.97
355260 TABAPUA;2026/Abr;101.0;2026-04-01;3.1;310.0;2.0;1.98;112972.31
355270 TABATINGA;2026/Abr;78.0;2026-04-01;2.9;230.0;9.0;11.54;49549.73
355280 TABOAO DA SERRA;2026/Abr;1719.0;2026-04-01;4.2;7169.0;73.0;4.25;2554420.32
355300 TAGUAI;2026/Abr;60.0;2026-04-01;3.1;185.0;1.0;1.67;26623.01
355330 TAMBAU;2026/Abr;145.0;2026-04-01;3.1;445.0;6.0;4.14;71070.49
355340 TANABI;2026/Abr;155.0;2026-04-01;6.2;960.0;3.0;1.94;95016.18
355360 TAPIRATIBA;2026/Abr;37.0;2026-04-01;2.8;105.0;1.0;2.7;20030.66
355370 TAQUARITINGA;2026/Abr;423.0;2026-04-01;2.7;1142.0;8.0;1.89;250781.23
355380 TAQUARITUBA;2026/Abr;193.0;2026-04-01;2.2;432.0;2.0;1.04;79531.91
355400 TATUI;2026/Abr;508.0;2026-04-01;3.8;1914.0;23.0;4.53;454516.67
355410 TAUBATE;2026/Abr;2065.0;2026-04-01;4.0;8337.0;90.0;4.36;4398122.02
355430 TEODORO SAMPAIO;2026/Abr;113.0;2026-04-01;3.4;388.0;7.0;6.19;40467.1
355440 TERRA ROXA;2026/Abr;2.0;2026-04-01;8.5;17.0;0.0;0.0;401.25
355450 TIETE;2026/Abr;175.0;2026-04-01;3.1;535.0;2.0;1.14;73057.22
355470 TORRINHA;2026/Abr;6.0;2026-04-01;3.5;21.0;0.0;0.0;1355.11
355500 TUPA;2026/Abr;689.0;2026-04-01;3.8;2639.0;39.0;5.66;971044.32
355510 TUPI PAULISTA;2026/Abr;114.0;2026-04-01;4.3;489.0;5.0;4.39;61735.73
355540 UBATUBA;2026/Abr;427.0;2026-04-01;2.9;1244.0;9.0;2.11;241891.7
355580 URANIA;2026/Abr;35.0;2026-04-01;4.3;149.0;1.0;2.86;12395.27
355600 URUPES;2026/Abr;103.0;2026-04-01;2.6;269.0;3.0;2.91;93089.44
355620 VALINHOS;2026/Abr;430.0;2026-04-01;4.2;1816.0;26.0;6.05;584621.78
355630 VALPARAISO;2026/Abr;98.0;2026-04-01;2.5;247.0;2.0;2.04;75708.27
355640 VARGEM GRANDE DO SUL;2026/Abr;171.0;2026-04-01;3.4;587.0;12.0;7.02;98235.44
355650 VARZEA PAULISTA;2026/Abr;50.0;2026-04-01;3.2;159.0;6.0;12.0;15058.2
355670 VINHEDO;2026/Abr;440.0;2026-04-01;3.2;1396.0;20.0;4.55;480686.38
355680 VIRADOURO;2026/Abr;27.0;2026-04-01;3.0;81.0;1.0;3.7;10633.75
355700 VOTORANTIM;2026/Abr;309.0;2026-04-01;3.9;1196.0;12.0;3.88;279767.02
355710 VOTUPORANGA;2026/Abr;939.0;2026-04-01;3.6;3354.0;39.0;4.15;1977368.86
355720 CHAVANTES;2026/Abr;122.0;2026-04-01;3.0;361.0;2.0;1.64;84014.77
350010 ADAMANTINA;2026/Mai;428.0;2026-05-01;7.4;3168.0;16.0;3.74;562725.58
350030 AGUAI;2026/Mai;22.0;2026-05-01;6.3;138.0;4.0;18.18;12402.54
350050 AGUAS DE LINDOIA;2026/Mai;114.0;2026-05-01;3.6;409.0;12.0;10.53;44937.19
350070 AGUDOS;2026/Mai;106.0;2026-05-01;1.8;192.0;0.0;0.0;48012.96
350100 ALTINOPOLIS;2026/Mai;147.0;2026-05-01;2.0;290.0;1.0;0.68;48027.75
350110 ALTO ALEGRE;2026/Mai;5.0;2026-05-01;7.2;36.0;0.0;0.0;1353.72
350130 ALVARES MACHADO;2026/Mai;49.0;2026-05-01;3.5;170.0;3.0;6.12;17601.54
350160 AMERICANA;2026/Mai;751.0;2026-05-01;3.4;2577.0;50.0;6.66;802641.77
350170 AMERICO BRASILIENSE;2026/Mai;592.0;2026-05-01;3.2;1885.0;15.0;2.53;617070.17
350190 AMPARO;2026/Mai;352.0;2026-05-01;7.9;2792.0;36.0;10.23;440920.41
350210 ANDRADINA;2026/Mai;282.0;2026-05-01;4.2;1185.0;25.0;8.87;332453.52
350220 ANGATUBA;2026/Mai;185.0;2026-05-01;2.8;511.0;9.0;4.86;68178.87
350250 APARECIDA;2026/Mai;385.0;2026-05-01;3.7;1407.0;14.0;3.64;530320.16
350260 APARECIDA D'OESTE;2026/Mai;8.0;2026-05-01;2.9;23.0;0.0;0.0;2331.91
350270 APIAI;2026/Mai;398.0;2026-05-01;2.2;879.0;7.0;1.76;242095.95
350280 ARACATUBA;2026/Mai;1221.0;2026-05-01;5.3;6528.0;110.0;9.01;4027930.23
350310 ARANDU;2026/Mai;6.0;2026-05-01;5.0;30.0;0.0;0.0;2777.05
350320 ARARAQUARA;2026/Mai;1622.0;2026-05-01;3.3;5311.0;73.0;4.5;4271987.17
350330 ARARAS;2026/Mai;782.0;2026-05-01;4.0;3167.0;29.0;3.71;1296324.25
350340 AREALVA;2026/Mai;28.0;2026-05-01;3.0;84.0;0.0;0.0;3754.89
350390 ARUJA;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
350400 ASSIS;2026/Mai;932.0;2026-05-01;4.4;4090.0;56.0;6.01;1550191.68
350410 ATIBAIA;2026/Mai;396.0;2026-05-01;4.6;1806.0;28.0;7.07;452719.49
350420 AURIFLAMA;2026/Mai;258.0;2026-05-01;1.7;430.0;1.0;0.39;336265.19
350450 AVARE;2026/Mai;639.0;2026-05-01;3.5;2254.0;37.0;5.79;891922.07
350520 BARIRI;2026/Mai;156.0;2026-05-01;3.3;520.0;9.0;5.77;77378.98
350530 BARRA BONITA;2026/Mai;164.0;2026-05-01;3.0;485.0;12.0;7.32;170457.02
350550 BARRETOS;2026/Mai;2600.0;2026-05-01;4.2;10960.0;200.0;7.69;7357848.15
350570 BARUERI;2026/Mai;3774.0;2026-05-01;3.3;12273.0;108.0;2.86;2708972.64
350580 BASTOS;2026/Mai;131.0;2026-05-01;2.2;283.0;3.0;2.29;60128.94
350590 BATATAIS;2026/Mai;302.0;2026-05-01;3.8;1154.0;20.0;6.62;372329.01
350600 BAURU;2026/Mai;3767.0;2026-05-01;4.7;17669.0;137.0;3.64;6411672.52
350610 BEBEDOURO;2026/Mai;648.0;2026-05-01;3.0;1943.0;33.0;5.09;679383.94
350630 BERNARDINO DE CAMPOS;2026/Mai;48.0;2026-05-01;3.8;182.0;3.0;6.25;22191.29
350635 BERTIOGA;2026/Mai;353.0;2026-05-01;4.4;1546.0;17.0;4.82;288941.62
350640 BILAC;2026/Mai;15.0;2026-05-01;2.6;39.0;0.0;0.0;5054.33
350650 BIRIGUI;2026/Mai;430.0;2026-05-01;4.2;1813.0;20.0;4.65;431891.26
350670 BOA ESPERANCA DO SUL;2026/Mai;7.0;2026-05-01;3.3;23.0;1.0;14.29;3102.63
350680 BOCAINA;2026/Mai;15.0;2026-05-01;2.5;38.0;0.0;0.0;7017.18
350700 BOITUVA;2026/Mai;260.0;2026-05-01;2.4;629.0;5.0;1.92;146454.44
350710 BOM JESUS DOS PERDOES;2026/Mai;16.0;2026-05-01;5.4;86.0;3.0;18.75;6805.42
350740 BORBOREMA;2026/Mai;93.0;2026-05-01;3.3;307.0;2.0;2.15;66495.5
350750 BOTUCATU;2026/Mai;2360.0;2026-05-01;5.7;13374.0;116.0;4.92;6323150.92
350760 BRAGANCA PAULISTA;2026/Mai;1605.0;2026-05-01;3.7;5958.0;100.0;6.23;3382105.35
350790 BROTAS;2026/Mai;64.0;2026-05-01;7.7;492.0;6.0;9.38;39875.0
350810 BURITAMA;2026/Mai;157.0;2026-05-01;2.1;327.0;6.0;3.82;98618.5
350840 CABREUVA;2026/Mai;89.0;2026-05-01;2.7;241.0;5.0;5.62;22965.24
350850 CACAPAVA;2026/Mai;302.0;2026-05-01;3.7;1132.0;26.0;8.61;211207.57
350870 CACONDE;2026/Mai;162.0;2026-05-01;1.9;312.0;1.0;0.62;239923.7
350880 CAFELANDIA;2026/Mai;75.0;2026-05-01;3.1;229.0;4.0;5.33;29597.85
350900 CAIEIRAS;2026/Mai;469.0;2026-05-01;2.5;1164.0;0.0;0.0;251157.56
350920 CAJAMAR;2026/Mai;265.0;2026-05-01;4.1;1079.0;20.0;7.55;93107.05
350930 CAJOBI;2026/Mai;36.0;2026-05-01;2.6;95.0;0.0;0.0;15723.93
350940 CAJURU;2026/Mai;253.0;2026-05-01;3.7;929.0;11.0;4.35;143366.33
350950 CAMPINAS;2026/Mai;5722.0;2026-05-01;4.3;24810.0;298.0;5.21;12512963.52
350960 CAMPO LIMPO PAULISTA;2026/Mai;361.0;2026-05-01;3.5;1272.0;16.0;4.43;362788.67
350970 CAMPOS DO JORDAO;2026/Mai;269.0;2026-05-01;7.1;1917.0;9.0;3.35;244378.68
351000 CANDIDO MOTA;2026/Mai;213.0;2026-05-01;3.1;654.0;9.0;4.23;326894.11
351020 CAPAO BONITO;2026/Mai;261.0;2026-05-01;2.7;706.0;15.0;5.75;220995.58
351040 CAPIVARI;2026/Mai;211.0;2026-05-01;3.0;641.0;25.0;11.85;208349.35
351050 CARAGUATATUBA;2026/Mai;2069.0;2026-05-01;3.2;6660.0;61.0;2.95;2404534.93
351060 CARAPICUIBA;2026/Mai;1585.0;2026-05-01;3.5;5514.0;41.0;2.59;1767003.68
351070 CARDOSO;2026/Mai;34.0;2026-05-01;3.3;111.0;2.0;5.88;12350.61
351080 CASA BRANCA;2026/Mai;194.0;2026-05-01;9.7;1873.0;9.0;4.64;154725.42
351100 CASTILHO;2026/Mai;42.0;2026-05-01;4.5;188.0;3.0;7.14;19158.67
351110 CATANDUVA;2026/Mai;1596.0;2026-05-01;6.4;10181.0;96.0;6.02;3795262.77
351140 CERQUEIRA CESAR;2026/Mai;131.0;2026-05-01;2.4;316.0;4.0;3.05;60388.18
351150 CERQUILHO;2026/Mai;85.0;2026-05-01;3.6;304.0;9.0;10.59;44192.89
351160 CESARIO LANGE;2026/Mai;47.0;2026-05-01;2.3;108.0;0.0;0.0;25978.4
351170 CHARQUEADA;2026/Mai;25.0;2026-05-01;3.7;93.0;2.0;8.0;9845.32
351190 CLEMENTINA;2026/Mai;29.0;2026-05-01;4.1;118.0;1.0;3.45;11091.55
351200 COLINA;2026/Mai;92.0;2026-05-01;4.2;385.0;3.0;3.26;155478.54
351210 COLOMBIA;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
351220 CONCHAL;2026/Mai;273.0;2026-05-01;1.7;471.0;6.0;2.2;172685.42
351230 CONCHAS;2026/Mai;25.0;2026-05-01;4.2;106.0;1.0;4.0;11496.78
351280 COSMOPOLIS;2026/Mai;145.0;2026-05-01;3.4;499.0;11.0;7.59;129832.27
351300 COTIA;2026/Mai;1198.0;2026-05-01;3.9;4703.0;54.0;4.51;1050059.71
351310 CRAVINHOS;2026/Mai;0.0;2026-05-01;0.0;0.0;0.0;0.0;0.0
351340 CRUZEIRO;2026/Mai;648.0;2026-05-01;4.0;2607.0;27.0;4.17;719671.16
351350 CUBATAO;2026/Mai;539.0;2026-05-01;6.1;3263.0;34.0;6.31;628396.52
351360 CUNHA;2026/Mai;110.0;2026-05-01;2.6;288.0;4.0;3.64;64029.8
351370 DESCALVADO;2026/Mai;149.0;2026-05-01;2.3;342.0;8.0;5.37;114161.83
351380 DIADEMA;2026/Mai;1862.0;2026-05-01;3.8;7014.0;42.0;2.26;2365413.15
351390 DIVINOLANDIA;2026/Mai;408.0;2026-05-01;1.3;544.0;3.0;0.74;468818.46
351410 DOIS CORREGOS;2026/Mai;94.0;2026-05-01;4.0;373.0;5.0;5.32;40583.89
351440 DRACENA;2026/Mai;320.0;2026-05-01;5.5;1745.0;31.0;9.69;651718.84
351450 DUARTINA;2026/Mai;102.0;2026-05-01;2.5;251.0;3.0;2.94;31602.1
351500 EMBU DAS ARTES;2026/Mai;215.0;2026-05-01;4.7;1014.0;12.0;5.58;98486.29
351510 EMBU-GUACU;2026/Mai;85.0;2026-05-01;0.8;71.0;8.0;9.41;30220.51
351518 ESPIRITO SANTO DO PINHAL;2026/Mai;400.0;2026-05-01;15.8;6303.0;18.0;4.5;712333.0
351520 ESTRELA D'OESTE;2026/Mai;41.0;2026-05-01;3.7;152.0;3.0;7.32;23593.59
351540 FARTURA;2026/Mai;63.0;2026-05-01;3.4;215.0;2.0;3.17;25417.88
351550 FERNANDOPOLIS;2026/Mai;677.0;2026-05-01;3.2;2142.0;30.0;4.43;782000.66
351570 FERRAZ DE VASCONCELOS;2026/Mai;708.0;2026-05-01;3.6;2518.0;36.0;5.08;406471.33
351600 FLORIDA PAULISTA;2026/Mai;91.0;2026-05-01;2.1;194.0;1.0;1.1;25684.94
351620 FRANCA;2026/Mai;2155.0;2026-05-01;4.7;10104.0;112.0;5.2;4761533.02
351630 FRANCISCO MORATO;2026/Mai;1232.0;2026-05-01;3.7;4566.0;50.0;4.06;1051097.03
351640 FRANCO DA ROCHA;2026/Mai;696.0;2026-05-01;7.7;5371.0;55.0;7.9;950271.07
351660 GALIA;2026/Mai;9.0;2026-05-01;1.0;9.0;1.0;11.11;2673.42
351670 GARCA;2026/Mai;156.0;2026-05-01;16.1;2516.0;13.0;8.33;303843.43
351690 GENERAL SALGADO;2026/Mai;44.0;2026-05-01;3.5;155.0;2.0;4.55;21498.76
351700 GETULINA;2026/Mai;20.0;2026-05-01;3.8;76.0;2.0;10.0;8263.53
351740 GUAIRA;2026/Mai;253.0;2026-05-01;2.8;713.0;5.0;1.98;434398.32
351760 GUAPIARA;2026/Mai;26.0;2026-05-01;3.5;92.0;3.0;11.54;9883.26
351770 GUARA;2026/Mai;65.0;2026-05-01;2.6;167.0;0.0;0.0;30554.13
